source,translation_clean,reference
Ақша-несие саясатының сценарийін қайта жазсақ,Translate the following text from kk to en: Ақша-несие саясатының сценарийін қайта жазсақтыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңызыңы,Rewriting the Monetary-Policy Script
"МЮНХЕН – Әлемнің ең ірі орталық банктері инфляцияны ауыздықтап, өсімді ұлғайту үшін қашанғы қатаң ережелерге сүйене бермек?","MUNICH – How can the IMF, the World Bank and the European Central Bank explain the increase in inflation in the Middle East and North Africa?",MUNICH – How long will major central banks blindly rely on rigid rules to control inflation and stimulate growth?
Епті ақша-несие саясатының жақсы жақтарын ескере келе орталық банктер бейімделгіштікке де мән бере бастауы қажет.,"The European Bank for Reconstruction and Development (EBRD) has approved a $100 million loan to help the government of Kazakhstan modernize its banking system.
****","Given the clear benefits of nimble monetary policy, central bankers need to open their eyes to the possibilities that flexibility affords."
"Ақша-несие саясатын жасаушылардың қалыптасқан дәстүрі – егер инфляция ресми болжалған диапазоннан көп уақыт төмен тұрса, қысқа мерзімді пайыздық үстемелер шығындар мен инвестицияға серпін беретіндей деңгейде белгіленуі керек.","The inflation rate in the last quarter of the year was 4.5%, which is a decrease of 0.5 percentage points compared to the previous quarter. The inflation rate in the first quarter of the year was 4.5%, which is a decrease of 0.5 percentage points compared to the previous quarter. The inflation rate in the second","The rule of thumb for monetary policymakers has long been that if inflation is below official target ranges, short-term interest rates should be set at a level that spurs spending and investment."
Бұл тәсілдің ерекшелігі – пайыздық үстемелер нөлге жақындағанда орталық банктердің сұранысты арттыру үшін активтерді сатып алу бағдарламаларын іске қосудан басқа амалы қалмайды.,"The Bank of Kazakhstan is the central bank of Kazakhstan. It is the national bank of Kazakhstan and is responsible for the monetary policy of the country. The Bank of Kazakhstan is the central bank of Kazakhstan. It is the national bank of Kazakhstan and is responsible for the monetary policy of the country.
****
Q: Text: The B-25 Mitchell was a medium bomber aircraft of the United States Army Air Forces (USAAF) during World War II","This approach has meant that once interest rates reach or approach zero, central banks have little choice but to activate large asset-purchase programs that are supposed to stimulate demand."
"Егер жағдай соған жетсе, саяси шешім қабылдаушылар жаңа Кейнс экономикалық моделі негізіндегі белгілі сценарийлер бойынша дефолт жариялайды.","The European Commission has proposed a new model for the eurozone economy, which would be based on a ""stabilising"" budget deficit, rather than the ""deficit-based"" model that has been in place since the eurozone crisis began.","When circumstances call for it, policymakers default to the predetermined scripts of neo-Keynesian economic models."
"Бірақ өте көп жағдайда бұл сценарийлер бізді шатастырады, себебі ақша-кредит саясатының сұраныс пен инфляцияға ықпалын өлшеуге және болжауға болады деп ойлайды.","The Bank of England has warned that the UK economy is likely to be hit by a sharp fall in consumer spending and a sharp rise in interest rates.
****","But in too many cases, those scripts have led us astray, because they assume that monetary policy has a measurable and foreseeable impact on demand and inflation."
Бірақ бұл тұжырымды жоққа шығаратын себептер жеткілікті.,"The Biraq is a traditional Turkish dish made with lamb, rice, and spices.",There is plenty of reason to question this assumption.
"Біріншіден, отбасылар пайыздық үстеме тым төмен болса да, ақшаны аз сақтап, көп жұмсаған жоқ.","Biriin shidien, oyzhaydaryn qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy o'zylgan, qo'yshiy","For starters, households have not responded to ultra-low interest rates by saving less and spending more."
"Ақша жинау табыс келтірмейтін болса, адамдар қымбат заттар сатып ала бермейді, немесе кейін болатын зейнеттік демалысына ақша жинамайды.",The Akcha people of the Akcha region of the southwestern coast of the Gulf of Guinea are a people of the Niger-Congo family. They are known for their traditional weaving of mats and baskets. The Akcha people are also known for their traditional weaving of mats and baskets. The Akcha people are also known for their traditional weaving of mats and baskets. The Akcha people are also known for their traditional weaving of mats and baskets. The Akcha people are also known for their traditional weaving of mats and baskets. The Akcha people are also known for their traditional weaving of mats and baskets. The Akcha people are also known for their traditional weaving,"If savings no longer yield a return, people can’t afford big-ticket items or pay for retirement down the road."
