source,translation_clean,reference
"Camille Auer halusi korjata sukupuolensa, diagnosoitiin mielisairaaksi ja nyt hän tekee taidetta aiheesta - ""Ihmisellä pitäisi olla oikeus omaan kehoonsa""","The translation of the Finnish text to English is:

Camille Auer wanted to correct her gender, was diagnosed as mentally ill, and now she creates art about the subject - ""A person should have the right to their own body.""

Note: The translation is quite direct, but it's worth noting that the original text has a more nuanced and poetic tone, which might be lost in translation.","Camille Auer wanted to change her gender, was diagnosed with a mental illness and is now making art on the theme – ""People should have the right to their own body"""
Kuvataideakatemian Project room -gallerian katosta roikkuu kymmeniä potilaskertomuksia.,The Project room gallery at the Academy of Fine Arts has dozens of patient stories hanging from its ceiling.,Dozens of patient reports are hanging from the ceiling of the Project Room gallery of the Academy of Fine Arts.
Jokaisessa niissä lukee Camille Auerin nimi.,"In each of them, Camille Auer's name is written.",The name of Camille Auer is written on every one of them.
"Paperit kertovat monivuotisen tarinan siitä, kuinka ulkopuoliset ihmiset ovat kirjoittaneet ylös tulkintansa Auerista ja tämän identiteetistä.",The papers tell a multi-year story of how outsiders have written up their interpretations of Auer and his identity.,The reports tell a long story of what kind of an interpretation other people have written of Auer and her identity –
Päättäneet hänen puolestaan kuka hän on.,Decided for him who he is.,decided on who she is on her behalf.
"""Halusin kertoa henkilö­kohtaisen hoitohistoriani, jotta prosessin väkivaltaisuus tulisi näkyväksi"", Auer kertoo.","""I wanted to share my personal care history, so the violence in the process would become visible,"" Auer says.","""I wanted to disclose my personal medical history to highlight the violence of the whole process"", Auer says."
Prosessilla hän viittaa sukupuolenkorjausprosessiin.,"He refers to the sex reassignment process.

Note: 'Sukupuolenkorjausprosessi' is a Finnish term that roughly translates to 'sex reassignment process' or 'gender reassignment process'.","Here, ""process"" refers to her sex reassignment procedure."
"Se on usein vuosia kestävä tutkimusjakso johon kuuluu tapaamisia psykologien, psykiatrien, hoitajien ja lääkäreiden kanssa.","It is often a research period that lasts for years, which includes meetings with psychologists, psychiatrists, nurses, and doctors.","It is a many-year examination period, including meetings with psychologists, psychiatrists, nurses and physicians."
"Prosessi käynnistyy lähetteellä ""sukupuoli-identiteetin häiriön"" ­diagnosointitutkimuksiin, joita suoritetaan Tampereella ja Helsingissä.","The process starts with a referral to diagnostic examinations for ""gender identity disorder"", which are conducted in Tampere and Helsinki.",The process starts with a referral to diagnose a gender identity disorder. These diagnoses are performed in Tampere and Helsinki.
Auerin kohdalla prosessi käynnistyi neljä vuotta sitten.,The process started at Auerin four years ago.,Auer's process started four years ago.
Jo ennen tätä hän oli käyttänyt internetin kautta tilaamaansa estrogeeniä ja oli muutenkin hyvin pitkällä omassa korjausprosessissaan.,"Before this, he had already used the estrogen he had ordered over the internet and was otherwise quite far along in his own recovery process.","Before this, she had already been using oestrogen ordered from the internet and was also otherwise far in her own reassignment procedure."
"Hän koki olevansa nainen, mutta Suomen lain mukaan henkilön täytyy käydä läpi korjausprosessi, jotta sukupuoli voidaan korjata myös juridisesti.","He felt like a woman, but according to Finnish law, a person must go through a correction process in order for their gender to be corrected also legally.","Even though she felt like a woman, Finnish legislation states that an individual must undergo a reassignment procedure before the gender can also be altered legally."
"Translaki, eli laki transsek­suaalin sukupuolen vahvistamisesta (563/2002) velvoittaa transsukupuoliset ihmiset pakkosterilisaatioon, jotta oikea sukupuoli saadaan esimerkiksi väestönrekisterikeskukseen ja passiin.","The Trans Act, or the Act on the Confirmation of Transsexual Status (563/2002), obliges transsexual individuals to undergo forced sterilization in order to obtain the correct sex, for example, in the population register centre and on their passport.

Note: The law mentioned here has been criticized and is no longer in effect. In 2023, Finland's parliament voted to repeal the law.","The Act on the Legal Recognition of the Gender of Transsexuals (563/2002), or the trans act, obligates transgender people to a compulsory sterilisation so that their correct gender can be registered, for example, in the Population Register Centre and their passport."
Tällä hetkellä jokaiselta sukupuoltaan korjaavalta vaaditaan psykiatrista diagnoosia ja todistusta lisääntymiskyvyttömyydestä.,"Currently, each gender-affirming individual is required to have a psychiatric diagnosis and proof of infertility.

Note: The translation is quite literal and may not fully capture the nuances of the original text. The term ""sukupuoltaan korjaavalta"" can be translated to ""gender-affirming"" or ""transgender"", but it's worth noting that the Finnish term is more specific and implies a person who is undergoing or has undergone gender-affirming treatment.","Currently, each person about to change their gender is required to have a psychiatric diagnosis and a certificate of their inability to reproduce."
Ihmiselle kuuluu oikeus päättää omasta kehostaan.,"The translation of the Finnish text to English is:

A person has the right to decide about their own body.

This text is a translation of the core idea of the concept of bodily autonomy, which is a fundamental human right.",People should have the right to decide on their own body.
"""Tämä tilanne on sietämätön ja loukkaa ihmisoikeuksia"", sanoo Auer.","""This situation is unbearable and violates human rights,"" Auer says.","""This situation is intolerable and in violation of human rights"", Auer says."
