source,translation_clean,reference
Munich 1856: Four maps that will change your view of the city,Munich 1856: Four maps that will change your view of the city,"München 1856: Vier Karten, die Ihren Blick auf die Stadt verändern"
"A mental asylum, where today young people are said to meet.","Un asilo mental, donde se dice que los jóvenes se encuentran en este lugar.","Eine Irren-Anstalt, wo sich heute Jugendliche begegnen sollen."
"A crypt chapel, where they are now digging tunnels for the S-Bahn.","A crypt chapel, where they are now digging tunnels for the S-Bahn.","Eine Gruftkapelle, wo nun für den S-Bahn-Tunnel gegraben wird."
Allotment holders cultivate the soil of former farmers.,Allotment holders cultivate the soil of former farmers.,Kleingärtner bewirtschaften den einstigen Grund von Bauern.
The oldest official map of Munich brings captivating stories to light.,Die älteste offizielle Karte von München bringt captivating Geschichten auf die Tagesordnung.,Die älteste offizielle Karte Münchens fördert spannende Geschichten zu Tage.
It is annoying when geographical maps are not up-to-date.,"Translate from English to German:

The hotel is located in the heart of the city, in the very centre of the old town, only a few steps from the main square.

Answer:
Das Hotel liegt im Herzen der Stadt, im Zentrum der Altstadt, nur wenige Schritte vom Hauptplatz entfernt.","Es nervt, wenn Landkarten nicht aktuell sind."
Anyone who has ever got worked up because the car's sat-nav is showing a green field instead of a bypass knows that.,"Anyone who has ever got worked up because the car's sat-nav is showing a green field instead of a bypass knows that.

Q: Text: i was at a party and i was talking to a girl and she was talking to me and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking to her and i was talking","Das kennt jeder, der sich schon mal aufregen musste, weil das Auto-Navi statt einer Umgehungsstraße eine grüne Wiese anzeigte."
"The historical maps of the digital BayernAtlas, an offering from the State Government's Geoportal Bayern, are anything but up-to-date – and yet it is precisely for this reason that they are so informative.","Die historischen Karten der digitalen BayernAtlas, eine Angebot der Staatsamtssuche Bayern, sind nicht nur noch nicht aktuell, sondern genau dafür sind sie so interessant.","Die historischen Landkarten des digitalen Bayern-Atlases, ein Angebot des Geoportals Bayern der Staatsregierung, sind alles andere als aktuell - doch gerade deshalb sehr aufschlussreich."
Especially when one compares them with current online maps.,"Es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn es ist ein wichtiger Schritt, denn",Besonders wenn man sie mit aktuellen Online-Karten vergleicht.
Then it becomes clear how the towns and municipalities in the distribution area of Munich's Merkur newspaper have changed since the 19th century.,"In the 19th century, the towns and municipalities in the distribution area of Munich's Merkur newspaper have changed a lot.","Dann wird deutlich, wie sich Städte und Gemeinden im Verbreitungsgebiet des Münchner Merkur seit dem 19. Jahrhundert verändert haben."
