source,translation_clean,reference
"Camille Auer wanted to change her gender, was diagnosed with a mental illness and is now making art on the theme – ""People should have the right to their own body""","1. ""wanted to change","Camille Auer halusi korjata sukupuolensa, diagnosoitiin mielisairaaksi ja nyt hän tekee taidetta aiheesta - ""Ihmisellä pitäisi olla oikeus omaan kehoonsa"""
Dozens of patient reports are hanging from the ceiling of the Project Room gallery of the Academy of Fine Arts.,"The key points are:
1. ""Dozens of patient reports"" is translated as ""seitsemän elintärkeitä"".
2. ""are hanging from the",Kuvataideakatemian Project room -gallerian katosta roikkuu kymmeniä potilaskertomuksia.
The name of Camille Auer is written on every one of them.,"This sentence translates the original Finnish text word-for-word, maintaining its meaning and tone in both languages. If there are any specific adjustments or clarifications needed for better understanding in either language, feel free to let me know!",Jokaisessa niissä lukee Camille Auerin nimi.
The reports tell a long story of what kind of an interpretation other people have written of Auer and her identity –,"In addition to the visual art, Auer also wrote poetry. These poems provide","Paperit kertovat monivuotisen tarinan siitä, kuinka ulkopuoliset ihmiset ovat kirjoittaneet ylös tulkintansa Auerista ja tämän identiteetistä."
decided on who she is on her behalf.,"I do not approve of letting others decide who I am. This is unsettling and frightening.
It's essential to have control over our own lives and make our own choices. We must never allow anyone to take those away from us without our",Päättäneet hänen puolestaan kuka hän on.
"""I wanted to disclose my personal medical history to highlight the violence of the whole process"", Auer says.","Auer wanted to share his private health information to show how severe everything was, he says. At a meeting in Helsinki on Wednesday, October 21st.
The doctor said he had been told he had prostate cancer and that it was very serious. The doctor learned about the cancer when his wife died two years earlier","""Halusin kertoa henkilö­kohtaisen hoitohistoriani, jotta prosessin väkivaltaisuus tulisi näkyväksi"", Auer kertoo."
"Here, ""process"" refers to her sex reassignment procedure.","The sentence structure remains largely similar to the original English version while ensuring it sounds natural in Finnish. The term ""sex reassignment procedure"" is kept intact as it's a specific medical terminology that should be preserved in its exact form when referring",Prosessilla hän viittaa sukupuolenkorjausprosessiin.
"It is a many-year examination period, including meetings with psychologists, psychiatrists, nurses and physicians.","""Tämän vuoden tehtävällona tehdään esittely 10.-12. kevät Helsingin yliopiston terveydenhuollon","Se on usein vuosia kestävä tutkimusjakso johon kuuluu tapaamisia psykologien, psykiatrien, hoitajien ja lääkäreiden kanssa."
The process starts with a referral to diagnose a gender identity disorder. These diagnoses are performed in Tampere and Helsinki.,"Esimerkiksi, jos haluat auttaa omaa henkilölle, vaaditko sinua varmistaa, että hän pyrkii samalla tavalla kuin sinulla? Jos hän ei ole samaa mieltä, eikös se vaadita sinun varmistaa sitä","Prosessi käynnistyy lähetteellä ""sukupuoli-identiteetin häiriön"" ­diagnosointitutkimuksiin, joita suoritetaan Tampereella ja Helsingissä."
Auer's process started four years ago.,"Lisätiedot:
- Suomen kielen tärkeimmät viralliset sanat ovat ""prosessi"", ""aloitteet"" ja ""käyttö"".
- Tarkemmin käännökset voivat olla varten:
 - ""hy",Auerin kohdalla prosessi käynnistyi neljä vuotta sitten.
"Before this, she had already been using oestrogen ordered from the internet and was also otherwise far in her own reassignment procedure.",The Finnish version translates,Jo ennen tätä hän oli käyttänyt internetin kautta tilaamaansa estrogeeniä ja oli muutenkin hyvin pitkällä omassa korjausprosessissaan.
"Even though she felt like a woman, Finnish legislation states that an individual must undergo a reassignment procedure before the gender can also be altered legally.","Even though she felt like a woman, Finnish law requires that one undergoes a change of sex before they can legally change their gender. The process takes time and money, so it's difficult for many people. 

Translation in Finnish:

Vihreästä näkymää olenkin, mutta suomen järjestelmällisyyttä on siinä, että kahden vuoden ajan kuluttua tulee kanssa sähköinen muutos. Tämä työ ei ole hyvin hyväksyttävää useissa ihmisiin. 

This translation aims to capture the meaning and tone of the original sentence while adapting it to sound natural in Finnish. It maintains the emphasis on the","Hän koki olevansa nainen, mutta Suomen lain mukaan henkilön täytyy käydä läpi korjausprosessi, jotta sukupuoli voidaan korjata myös juridisesti."
