source,translation_clean,reference
"Elections européennes: Objectifs, financement...","Europawahlen: Ziele, Finanzierung...

Explanation:
- ""Elections européennes"" translates to ""Europawahlen"" in German.
- ""Objectifs"" translates to ""Ziele"" in German.
- ""financement"" translates to ""Finanzierung"" in German.","Europawahlen: Ziele, Finanzierung..."
Quatre questions autour de la candidature de la liste «gilets jaunes».,"Vier Fragen zum Thema der Kandidatur der Liste ""Gelbe Westen"".
Explanation: The translation is straightforward, with ""gilets jaunes"" being translated to ""Gelbe Westen"" in German.","Vier Fragen zur Listenaufstellung der ""Gelbwesten""."
Des « gilets jaunes » ont annoncé mercredi qu’ils se lançaient pour les élections européennes.,"„Gelbe Westen“ haben am Mittwoch angekündigt, dass sie sich für die Europawahlen bewerben werden.","Die ""Gelbwesten"" haben am Mittwoch ihre Teilnahme an den Europawahlen bekanntgegeben."
"La liste n’est aujourd’hui composée que de 10 noms, sur les 79 prévus.","Heute besteht die Liste nur noch aus 10 Namen, von den 79 geplanten.",Bis jetzt stehen nur 10 der 79 vorgesehenen Kandidaten fest.
"Contrairement à ce qu’ils ont annoncé, les candidats ne devraient pas pouvoir se financer par crowdfunding.",Im Gegensatz zu ihren Ankündigungen sollten die Kandidaten sich nicht durch Crowdfunding finanzieren können.,"Entgegen erster Ankündigungen ist es den Kandidaten wahrscheinlich nicht möglich, sich durch Crowdfunding selbst zu finanzieren."
Ingrid Levavasseur devrait mener la liste «gilets jaunes» aux européennes.,"Ingrid Levavasseur sollte die Liste ""Gelbe Westen"" bei den Europawahlen führen.","Ingrid Levavasseur soll die Liste der ""Gelbwesten"" für die Europa-Wahl anführen."
De la rue aux urnes.,Von der Straße zu den Wahlurnen.,Von der Straße zu den Urnen.
Des «gilets jaunes» ont annoncé mercredi qu’ils se lançaient pour les élections européennes.,"""Gelbe Westen"" haben am Mittwoch angekündigt, dass sie sich für die Europawahlen bewerben werden.","Die ""Gelbwesten"" haben am Mittwoch ihre Teilnahme an den Europawahlen angekündigt."
"Dans un communiqué, le « ralliement d’initiative citoyenne » (RIC) diffuse un embryon de liste comprenant dix noms.","In einem Kommuniqué verbreitet das ""Bürgerinitiative für ein Volksbegehren"" (RIC) ein erstes Namensverzeichnis mit zehn Namen.","In einer Erklärung stellt die ""Ralliement d’initiative citoyenne"" (RIC) einen ersten Listenentwurf mit zehn Namen vor."
"A leur tête: Ingrid Levavasseur, une aide-soignante normande de 31 ans, qui est l’une des figures du mouvement.","An ihrer Spitze: Ingrid Levavasseur, eine 31-jährige normannische Krankenpflegerin, die eine der Figuren der Bewegung ist.","An ihrer Spitze: Ingrid Levavasseur, eine 31-jährige Krankenpflegehelferin aus der Normandie und eine der Hauptfiguren der Bewegung."
20 Minutes revient sur les questions que pose cette candidature.,"20 Minuten geht auf die Fragen ein, die dieser Kandidatur aufgeworfen werden.","20 Minuten wendet sich den Fragen zu, die sich durch diese Kandidatur stellen."
Pourquoi se lancer aux européennes?,Warum sich für die Europawahlen engagieren?,Warum sollte man an der Europa-Wahl teilnehmen?
"Dans son communiqué, le RIC, qui reprend l’acronyme du « référendum d’initiative citoyen » défendu par certains « gilets jaunes », se présente comme « une coordination issue de différentes initiatives » du mouvement de contestation.","In ihrem Kommuniqué präsentiert sich der RIC, der das Akronym für das von einigen ""Gelbwesten"" verteidigte ""Referendum für eine Bürgerinitiative"" aufgreift, als ""eine Koordination, die aus verschiedenen Initiativen"" des Protestbewegung hervorgeht.","Der RIC , der auch von einigen Gelbwesten unterstützt wird, firmiert unter der Bezeichnung ""Référendum d'initiative citoyen"" und stellt sich selbst als ""ein Zusammenschluss verschiedener Initiativen"" der Protestbewegung dar."
"Pourquoi ces manifestants se lancent-ils en politique? Le mouvement fait « apparaître la nécessité de transformer la colère en un projet politique humain, capable d’apporter des réponses aux Français qui soutiennent le mouvement des ""gilets jaunes"" depuis des mois », disent-ils.","Warum schmeißen sich diese Demonstranten in die Politik? Die Bewegung zeigt ""die Notwendigkeit, den Zorn in ein menschliches politisches Projekt umzuwandeln, das in der Lage ist, den Franzosen Antworten zu liefern, die den 'Gelbwesten' seit Monaten unterstützen"", sagen sie.","Warum wollen diese Demonstranten in die Politik? Sie sagen, ihre Bewegung habe gezeigt, dass es notwendig ist, die Wut in eine Politik für die Menschen umzuwandeln, die jenen Franzosen, welche die Gelbwesten seit Monaten unterstützen, Antworten geben kann."
"« Nous, citoyens français, ne voulons plus subir les décisions des instances européennes et les diktats des castes de financiers et de technocrates, qui ont oublié le principal: l’humain, la solidarité et la planète », écrit le RIC, affirmant que ses éventuels eurodéputés auront « avant tout, la mission de porte-parole des citoyens qui seront consultés tout au long du mandat ».","„Wir, französische Bürger, wollen nicht länger den Entscheidungen europäischer Institutionen und den Diktaten von Finanz- und Technokraten-Eliten unterworfen sein, die das Wichtigste vergessen haben: den Menschen, die Solidarität und den Planeten“, schreibt das RIC, behauptend, dass ihre möglichen Europaabgeordneten vor allem die Aufgabe haben werden, ""Sprecher der Bürger zu sein, die während des gesamten Mandats konsultiert werden"".","""Wir als französische Bürger wollen nicht länger die Entscheidungen der europäischen Behörden und die Diktate der Finanz-Elite und der Bürokraten hinnehmen, die das Wichtigste vergessen haben: Den Menschen, die Solidarität und unseren Planeten"", schreibt der RIC. Mögliche Abgeordnete sollten ""vor allem ein Sprachrohr der Bürger sein, an die sich die Wähler während der gesamten Wahlperiode wenden können""."
Qui pour composer la liste? Seuls 10 noms ont pour le moment été dévoilés.,Wer soll die Liste erstellen? Nur 10 Namen wurden bisher enthüllt.,Wer soll die Liste aufstellen? Bis jetzt wurden nur 10 Namen bekannt gegeben.
"Les candidats ont entre 29 et 53 ans, avec des professions variées (chef de petite entreprise, cariste, juriste, mère au foyer ou encore fonctionnaire).","Die Kandidaten sind zwischen 29 und 53 Jahre alt, mit verschiedenen Berufen (Chef eines kleinen Unternehmens, Schauspieler, Jurist, Hausfrau oder auch Beamter).","Die Kandidaten sind zwischen 29 und 53 Jahre alt und kommen aus verschiedenen Berufsgruppen (Kleinunternehmer, Busfahrer, Juristen, Hausfrauen oder Beamte)."
Reste à trouver les 69 autres candidats pour compléter la liste.,"Es bleibt nur, die anderen 69 Kandidaten zu finden, um die Liste zu vervollständigen.","Um die Liste zu vervollständigen, müssen noch 69 weitere Kandidaten gefunden werden."
"« On pourrait très bien avoir 79 candidats dès aujourd’hui, mais on a choisi d’ouvrir au participatif. Il y aura une votation interne entre les candidats actuels pour désigner les autres places », a assuré à l’AFP Hayk Shahinyan.","""Man könnte sehr gut bereits heute 79 Kandidaten haben, aber wir haben uns entschieden, es partizipativ zu gestalten. Es gibt eine interne Abstimmung zwischen den aktuellen Kandidaten, um die anderen Plätze zu besetzen"", versicherte Hayk Shahinyan der AFP.","""Wir könnten schon heute 79 Kandidaten haben, aber wir haben beschlossen, unsere Mitglieder darüber abstimmen zu lassen. Es wird eine interne Abstimmung unter den derzeitigen Kandidaten geben, um die verbleibenden Listenplätze zu besetzen "", versicherte AFP-ler Hayk Shahinyan."
Cet appel à candidatures doit être ouvert « à tous les citoyens ».,"Dieser Aufruf zur Bewerbung muss für ""alle Bürger"" geöffnet sein.","Dieser Bewerbungsaufruf soll ""für alle Bürger"" offen sein."
Comment cette liste a-t-elle été accueillie?,Wie wurde diese Liste aufgenommen?,Wie wurde diese Liste angenommen?
"Le porte-parole du gouvernement, Benjamin Griveaux, a estimé ce jeudi qu’il s’agissait d’un « processus intéressant ».","Der Regierungssprecher Benjamin Griveaux schätzte am Donnerstag, es handele sich um ein ""interessantes Verfahren"".","Regierungssprecher Benjamin Griveaux erklärte am Donnerstag, das sei ein ""interessanter Vorgang""."
"Les chefs de file des sénateurs et députés LR, Bruno Retailleau et Christian Jacob, ont aussi salué « une bonne initiative ».","Die Spitzen der Senatoren und Abgeordneten von LR, Bruno Retailleau und Christian Jacob, haben auch eine ""gute Initiative"" begrüßt.","Die Fraktionsvorsitzenden der Republikaner im Senat und in der Abgeordnetenkammer, Bruno Retailleau und Christian Jacob, begrüßten ""die gute Initiative"" ebenfalls."
"Moins d’enthousiasme pour Marine Le Pen, qui a mis en garde sur Cnews contre une éventuelle récupération, évoquant le passage de Hayk Shahinyan au MJS socialiste il y a huit ans.","Weniger Begeisterung für Marine Le Pen, die vor Cnews gewarnt hat, dass eine mögliche Instrumentalisierung droht, und sich auf den Wechsel von Hayk Shahinyan zum sozialistischen MJS vor acht Jahren bezog.","Weniger Begeisterung zeigte Marine Le Pen, die auf Cnews an den Übertritt von Hayk Shahinyan zur Sozialistischen Jugend (MJS) vor acht Jahren erinnerte und vor einer möglichen Instrumentalisierung von außen warnte."
