source,translation_clean,reference
Kaks mõjukat naist jagavad oma edu saladusi,Two influential women share their success secrets,Two Powerhouse Women Share Their Secrets for Success
Mis on ühist Barbara Corcoranil ja Laila Alil?,What do Barbara Corcoran and Laila Ali have in common?,What do Barbara Corcoran and Laila Ali have in common?
Esmapilgul on need naised pärit kahest täiesti erinevast maailmast.,"At first glance, these women come from two completely different worlds.","On paper, the women are from two very different worlds."
"New Yorgi kinnisvaramagnaat Barbara Corcoran suutis teisendada tuhande dollari suuruse laenu viie miljardi vääriliseks kinnisvaraettevõtteks, enne kui rakendas oma asjatundlikkust teleekraanil, osaledes ABC tõsielusarja ""Shark Tank"" investorite paneelis.","New York real estate mogul Barbara Corcoran managed to turn a $1,000 loan into a $5 billion real estate business before applying her expertise on television, participating in the ABC reality show ""Shark Tank"" as an investor on the panel.","New York real-estate tycoon, Barbara Corcoran, turned a $1,000 loan into a $5 billion real estate business, before taking her expertise to the small screen, serving on the panel of investors on ABC's Shark Tank."
"Laila Ali on käinud oma isa jälgedes, saades neljakordse võitmatu tšempionina kõige edukamaks naispoksijaks, enne kui tema resümeesse lisandusid veel telesaatejuhi, autori ja kõneleja rollid.","Laila Ali has followed in her father's footsteps, becoming the most successful female boxer as a four-time undefeated champion, before adding roles as a television host, author, and speaker to her resume.","Laila Ali followed in her father's footsteps, becoming the most successful female in women's boxing as a four-time undefeated champion before adding TV host, author and speaker to her resume."
"Vaatamata nende unikaalsetele karjääriteekondadele (või ehk hoopis nende tõttu) värbas TJ Maxx ometi mõlemad naised, et nad aitaksid rääkida saalitäiele lootusrikastele ettevõtjatele stereotüüpide murdmisest ja kõrgelennuliste eesmärkide saavutamisest.","Despite their unique career paths (or perhaps because of them), TJ Maxx still recruited both women to help speak to the packed room of ambitious entrepreneurs about breaking down stereotypes and achieving high-flying goals.","Yet despite (or perhaps because of) their unique career paths, TJ Maxx enlisted the help of both women to talk breaking stereotypes and accomplishing lofty goals to a ballroom full of hopeful entrepreneurs."
"Eelmisel aastal kõneles T.J. Maxx sadadele naistele poodides üle riigi ja avastas, et 80 protsenti neist tunneb, et ühiskond on seadnud neile stereotüüpselt kindlad rollid ja ootused.","Last year, T.J. Maxx spoke to hundreds of women in stores across the country and found that 80% of them feel that society has placed stereotypical roles and expectations on them.","Last year, T.J. Maxx spoke to hundreds of women in stores across the country and discovered that 80 percent feel stereotyped by society into specific roles and expectations."
"Sellest tulenevalt tulid nad välja projektiga The Maxx You Project, et aidata naistel neid barjääre lõhkuda.","As a result, they came up with the project ""The Maxx You Project"" to help women break down those barriers.",So they launched The Maxx You Project aimed at helping women break those barriers.
"Corcoron ja Ali teavad sellest nii mõndagi. Nad võivad küll olla praeguseks oma valdkonna tipus, aga teekond sinna ei olnud kummagi jaoks sujuv.","Corcoran and Ali know a thing or two about it. They may be at the top of their field right now, but the journey there wasn't smooth for either of them.","Which Corcoron and Ali know a thing or two about: They may be at the top of their games now, but it wasn't a smooth road to success for either woman."
Corcoran sai keskkoolis ja kolledžis hindeks peamiselt D-sid ja oli töötanud 23-aastaseks saades juba 20 töökohal.,Corcoran received mostly D's in high school and college and had already worked at 20 jobs by the time he was 23 years old.,"Corcoran earned straight D's in high school and college, hopped between 20 jobs by the time she turned 23."
"Ali sisenes ühte kõige meestekesksemasse valdkonda ja lisaks seisis tema teel ees katsumus üritada astuda välja oma isa varjust, kes oli üleilme ikoon.","He entered one of the most male-dominated fields and, in addition, faced the challenge of trying to step out of his father's shadow, who was a global icon.",Ali entered one of the most male-dominated industries and had the added struggle of carving out her own place beyond the shadow of her global icon father.
Need kaks pehmelt öeldes pakatavad läbi raskuste omandatud teadmistest.,These two softly spoken words convey the knowledge acquired through hardships.,To say the two are brimming with hard-learned advice is an understatement.
"Seetõttu istusime nende mõjukate naistega maha, et rääkida ebaõnnestumiste ületamisest, eduga toimetulekust ning oma kõhutunde usaldamisest äris ja suhetes.","So, we sat down with these influential women to talk about overcoming failures, achieving success, and trusting our gut feelings in business and relationships.","So we sat down with the two powerhouses to talk overcoming failure, navigating success and trusting their gut instincts in business and relationships."
"Mis inspireerib teid tegema seda, millega tegelete iga päev?",What inspires you to do what you do every day?,What inspires both of you to do what you do every day?
Laila Ali: Mind inspireerivad iga päev mu isiklikud eesmärgid.,Laila Ali: I am inspired every day by my personal goals.,Laila Ali: I'm inspired on a daily basis by my personal goals.
"Olen kujundanud harjumuse kirjutada üles asju, mida soovin saavutada.",I have developed the habit of writing down things I want to achieve.,I make it a habit to write down what it is that I want to accomplish.
Ja ma vaatan seda nimekirja.,And I look at that list.,And I check that list.
Pean end vastutavaks.,I consider myself responsible.,I keep myself accountable.
Loomulikult inspireerivad mind mu lapsed.,"Of course, my children inspire me.","My kids inspire me, of course."
