source,translation_clean,reference
"Last week, the broadcast of period drama “Beauty Private Kitchen” was temporarily halted, and accidentally triggered heated debate about faked ratings of locally produced dramas.","Translate the following text from en to zh: Last week, the broadcast of period drama “Beauty Private Kitchen” was temporarily halted, and accidentally triggered heated debate about faked ratings of locally produced dramas. The show is now available on a streaming platform that has not been widely used by many people.
Last week, the broadcast of period drama ""Beauty Private Kitchen"" was temporarily halted, and inadvertently sparked heated debate about fake ratings for locally produced dramas. The show is now available on a streaming platform that has not been widely used by many people.","上周,古装剧《美人私房菜》临时停播,意外引发了关于国产剧收视率造假的热烈讨论。"
Civil rights group issues travel warning for Missouri,---,民权团体针对密苏里州发出旅行警告
The National Association for the Advancement of Colored People has put out an alert for people of color traveling to Missouri because of the state's discriminatory policies and racist attacks.,"""Let us remember that our country has come a long way since the Civil War. We have made great strides towards equality. It is time to take pride in the progress we've made.""","由于密苏里州的歧视性政策和种族主义袭击,美国有色人种促进协会 (NAACP) 向准备前往密苏里州出游的有色人群发出旅行警告。"
"""The NAACP Travel Advisory for the state of Missouri, effective through August 28th, 2017, calls for African American travelers, visitors and Missourians to pay special attention and exercise extreme caution when traveling throughout the state given the series of questionable, race-based incidents occurring statewide recently, and noted therein,"" the group's statement reads.","Translate the following text from en to zh: ""The NAACP Travel Advisory for the state of Missouri, effective through August 28th, 2017, calls for African American travelers, visitors and Missourians to pay special attention and exercise extreme caution when traveling throughout the state given the series of questionable, race-based incidents occurring statewide recently, and noted therein,"" the group's statement reads. It also notes that it is imperative that all travelers take precautions in order to ensure their safety.","“2017 年 8 月 28 日生效的 NAACP 密苏里州旅行咨询中呼吁,因近期密苏里州发生了一系列可疑的种族性事件,所有非裔美籍旅行者、游客以及密苏里州人在密苏里州旅行时应特别注意并采取极其谨慎的态度,特此告知,”该团体的声明宣称。"
"A recent Missouri law making it harder for people to win discrimination lawsuits, as well as the state's law enforcement disproportionately targeting minorities prompted the group to issue the travel alert, the NAACP said.","Translate the following text from en to zh: A recent Missouri law making it harder for people to win discrimination lawsuits, as well as the state's law enforcement disproportionately targeting minorities prompted the group to issue the travel alert, the NAACP said. The group issued a warning that warned people to avoid certain areas of Missouri.","NAACP 指出,最近通过的一项密苏里州法律使得人们更难赢得歧视诉讼,该州执法也一定程度上针对少数群体,这些现象促使该组织发布了旅行警告。"
"""You have violations of civil rights that are happening to people.",Please,侵犯公民权利的行为正发生在人们身上。
"They're being pulled over because of their skin color, they're being beaten up or killed,"" the president of the Missouri NAACP, Rod Chapel, told The Kansas City Star.","The article was originally published on KANSAS CITY STAR in 2015. It is reprinted here as part of the series ""The NAACP and Race Relations."" (原载于堪萨斯城星报2015年版)","他们因肤色被停车盘问,被殴打或被杀害,”密苏里州 NAACP 主席罗德·查培尔告诉堪萨斯城星报 (The Kansas City Star)。"
We are hearing complaints at a rate we haven't heard before.,"Translate the following text from en to zh: ""We are hearing complaints at a rate we haven't heard before."" The complaint was about an employee's lack of knowledge on the company's new software.","“我们收到了许多投诉,数量前所未有。”"
It is the first such warning that the organization has issued for a state in the US.,"Translate the following text from en to zh: It is the first such warning that the organization has issued for a state in the US. The organization will issue its own report on the situation, which will be published by July 2018.",这是该组织在美国针对某个州发布的第一个此类警告。
"The group cited incidents such as racial slurs against black students at the University of Missouri and the death of Tory Sanders, 28, a black man from Tennessee.","The group cites incidents such as racial slurs against black students at the University of Missouri and the death of Tory Sanders, 28, a black man from Tennessee. They also cite the death of two African Americans, including Michael Brown, an unarmed 17-year-old boy who was shot by police in Ferguson, Missouri.",该组织援引了密苏里大学对黑人学生的种族诽谤以及 28 岁田纳西州黑人男性托利·桑德斯的死亡事件。
