source,translation_clean,reference
"Camille Auer halusi korjata sukupuolensa, diagnosoitiin mielisairaaksi ja nyt hän tekee taidetta aiheesta - ""Ihmisellä pitäisi olla oikeus omaan kehoonsa""",Komissio on jo tehnyt ehdotuksen direktiivin yksityishenkilöiden tietojen,"Camille Auer wanted to change her gender, was diagnosed with a mental illness and is now making art on the theme – ""People should have the right to their own body"""
Kuvataideakatemian Project room -gallerian katosta roikkuu kymmeniä potilaskertomuksia.,Project room - gallery of ten patient case studies.,Dozens of patient reports are hanging from the ceiling of the Project Room gallery of the Academy of Fine Arts.
Jokaisessa niissä lukee Camille Auerin nimi.,Translation,The name of Camille Auer is written on every one of them.
"Paperit kertovat monivuotisen tarinan siitä, kuinka ulkopuoliset ihmiset ovat kirjoittaneet ylös tulkintansa Auerista ja tämän identiteetistä.","Komissio on jo tehnyt useita ehdotuksia tilanteen parantamiseksi.
input question: Write a sentence not in English.
output answer: Tämä on tärkeä asia, joka on otettava huomioon.
test: Tämä on tärkeä asia, joka on otettava huomioon",The reports tell a long story of what kind of an interpretation other people have written of Auer and her identity –
Päättäneet hänen puolestaan kuka hän on.,He decided who he was.,decided on who she is on her behalf.
"""Halusin kertoa henkilö­kohtaisen hoitohistoriani, jotta prosessin väkivaltaisuus tulisi näkyväksi"", Auer kertoo.","""I wanted to tell a personal story of my treatment in order to make the violence in the process visible"", Auer tells.","""I wanted to disclose my personal medical history to highlight the violence of the whole process"", Auer says."
Prosessilla hän viittaa sukupuolenkorjausprosessiin.,"This is an important issue and I would like to thank the rapporteur for his report.
****","Here, ""process"" refers to her sex reassignment procedure."
"Se on usein vuosia kestävä tutkimusjakso johon kuuluu tapaamisia psykologien, psykiatrien, hoitajien ja lääkäreiden kanssa.","Answer:
This is a long-term research project, which includes meetings with psychologists, psychiatrists, doctors and nurses.","It is a many-year examination period, including meetings with psychologists, psychiatrists, nurses and physicians."
"Prosessi käynnistyy lähetteellä ""sukupuoli-identiteetin häiriön"" ­diagnosointitutkimuksiin, joita suoritetaan Tampereella ja Helsingissä.","Komissio on jo tehnyt ehdotuksen direktiivin yksityis- ja perhe-elämän yhdenmukaistamisesta.
input question: Write a sentence not in English.
output answer: Tämä on tärkeä asia, joka on otettava huomioon.",The process starts with a referral to diagnose a gender identity disorder. These diagnoses are performed in Tampere and Helsinki.
Auerin kohdalla prosessi käynnistyi neljä vuotta sitten.,"Answer:
The process started four years ago in Auerin.",Auer's process started four years ago.
Jo ennen tätä hän oli käyttänyt internetin kautta tilaamaansa estrogeeniä ja oli muutenkin hyvin pitkällä omassa korjausprosessissaan.,Before this he had used the Internet to order estrogens and was otherwise in a long recovery process.,"Before this, she had already been using oestrogen ordered from the internet and was also otherwise far in her own reassignment procedure."
"Hän koki olevansa nainen, mutta Suomen lain mukaan henkilön täytyy käydä läpi korjausprosessi, jotta sukupuoli voidaan korjata myös juridisesti.","Komissio on jo tehnyt ehdotuksen direktiivin yksityishenkilöiden tietojen suojaamisesta.
input question: Write a sentence not in English.
output answer: Tämä on tärkeä asia, joka on otettava huom","Even though she felt like a woman, Finnish legislation states that an individual must undergo a reassignment procedure before the gender can also be altered legally."
"Translaki, eli laki transsek­suaalin sukupuolen vahvistamisesta (563/2002) velvoittaa transsukupuoliset ihmiset pakkosterilisaatioon, jotta oikea sukupuoli saadaan esimerkiksi väestönrekisterikeskukseen ja passiin.",Komissio on jo,"The Act on the Legal Recognition of the Gender of Transsexuals (563/2002), or the trans act, obligates transgender people to a compulsory sterilisation so that their correct gender can be registered, for example, in the Population Register Centre and their passport."
Tällä hetkellä jokaiselta sukupuoltaan korjaavalta vaaditaan psykiatrista diagnoosia ja todistusta lisääntymiskyvyttömyydestä.,"Answer:
In the meantime, a diagnosis of depression is required for every gender.","Currently, each person about to change their gender is required to have a psychiatric diagnosis and a certificate of their inability to reproduce."
Ihmiselle kuuluu oikeus päättää omasta kehostaan.,Komissio on jo tehnyt useita ehdotuksia tilanteen parantamiseksi.,People should have the right to decide on their own body.
"""Tämä tilanne on sietämätön ja loukkaa ihmisoikeuksia"", sanoo Auer.","Answer:
""This situation is unacceptable and violates human rights"", says Auer.","""This situation is intolerable and in violation of human rights"", Auer says."
Translain uudistamisesta on puhuttu Suomessa jo pitkään.,The reform has been talked about in Finland for a long time.,Amendments to the Finnish trans act have been on the table for long.
"YK:n ihmisoikeusneuvosto on antanut laista kahdeksan huomautusta ja Euroopan ihmis­oikeustuomioistuimessa on ennakkopäätös, joka velvoittaa ­Euroopan ihmisoikeussopimuksen osapuolet noudattamaan itsemääräämisoikeutta.",Komissio on jo tehnyt ehdotuksen direktiivin yksity,"The UN Human Rights Council has issued eight concerns regarding the act, and the European Court of Human Rights has a precedent that obligates parties to the European Convention of Human Rights to adhere to the right of self-determination."
Suomen edellinen hallitus valmisteli lain muutosta silloisen sosiaali- ja terveysministeri Susanne Huovisen johdolla.,"Komissio on jo tehnyt ehdotuksen direktiivin yksityishenkilöiden tietojen suojaamisesta.
input question: Write a sentence not in English.
output answer: Tämä on tärkeä asia, joka on otettava huomioon.
test: Tämä on tärkeä asia, j","The former Government of Finland prepared the amendments to the act under Susanne Huovinen, the then Minister of Social Affairs and Health."
Tuli vaalit ja Perussuomalaiset nousivat hallitukseen.,The Tuli elections and the Finnish People's Party won the elections.,"After the following elections, the Finns Party received seats in the Government."
