source,translation_clean,reference
"Camille Auer halusi korjata sukupuolensa, diagnosoitiin mielisairaaksi ja nyt hän tekee taidetta aiheesta - ""Ihmisellä pitäisi olla oikeus omaan kehoonsa""","Camille Auer wanted to correct her gender, was diagnosed with a mental illness, and now she makes art about it - ""A person should have the right to their own body""","Camille Auer wanted to change her gender, was diagnosed with a mental illness and is now making art on the theme – ""People should have the right to their own body"""
Kuvataideakatemian Project room -gallerian katosta roikkuu kymmeniä potilaskertomuksia.,"The Finnish text translates to English as:

""The ceiling of the Academy of Fine Arts' Project Room gallery hangs dozens of patient stories.""

In this sentence, the Finnish text describes a scene where the ceiling of a gallery is adorned with numerous patient stories.",Dozens of patient reports are hanging from the ceiling of the Project Room gallery of the Academy of Fine Arts.
Jokaisessa niissä lukee Camille Auerin nimi.,"In each of them, it reads Camille Auer's name.",The name of Camille Auer is written on every one of them.
"Paperit kertovat monivuotisen tarinan siitä, kuinka ulkopuoliset ihmiset ovat kirjoittaneet ylös tulkintansa Auerista ja tämän identiteetistä.",The papers tell a multi-year story about how outsiders have written down their interpretations of Auer and his identity.,The reports tell a long story of what kind of an interpretation other people have written of Auer and her identity –
Päättäneet hänen puolestaan kuka hän on.,"Those who decide for him, whoever he is.",decided on who she is on her behalf.
"""Halusin kertoa henkilö­kohtaisen hoitohistoriani, jotta prosessin väkivaltaisuus tulisi näkyväksi"", Auer kertoo.","""I wanted to share my personal care history so that the violence in the process becomes visible,"" Auer says.","""I wanted to disclose my personal medical history to highlight the violence of the whole process"", Auer says."
Prosessilla hän viittaa sukupuolenkorjausprosessiin.,"In the process, he refers to the gender correction process.","Here, ""process"" refers to her sex reassignment procedure."
"Se on usein vuosia kestävä tutkimusjakso johon kuuluu tapaamisia psykologien, psykiatrien, hoitajien ja lääkäreiden kanssa.","It is often a research phase that lasts for years, involving meetings with psychologists, psychiatrists, nurses, and doctors.","It is a many-year examination period, including meetings with psychologists, psychiatrists, nurses and physicians."
"Prosessi käynnistyy lähetteellä ""sukupuoli-identiteetin häiriön"" ­diagnosointitutkimuksiin, joita suoritetaan Tampereella ja Helsingissä.","The process begins with a dispatch to ""gender identity disorder"" diagnostic research, which is conducted in Tampere and Helsinki.",The process starts with a referral to diagnose a gender identity disorder. These diagnoses are performed in Tampere and Helsinki.
Auerin kohdalla prosessi käynnistyi neljä vuotta sitten.,"At Auer's place, the process started four years ago.",Auer's process started four years ago.
Jo ennen tätä hän oli käyttänyt internetin kautta tilaamaansa estrogeeniä ja oli muutenkin hyvin pitkällä omassa korjausprosessissaan.,"Even before this, she had used estrogen ordered over the internet and was otherwise very far along in her own correction process.","Before this, she had already been using oestrogen ordered from the internet and was also otherwise far in her own reassignment procedure."
"Hän koki olevansa nainen, mutta Suomen lain mukaan henkilön täytyy käydä läpi korjausprosessi, jotta sukupuoli voidaan korjata myös juridisesti.","She felt like a woman, but according to Finnish law, a person must undergo a correction process for their gender to be legally corrected as well.","Even though she felt like a woman, Finnish legislation states that an individual must undergo a reassignment procedure before the gender can also be altered legally."
